full_name,gender,type,state,district,full_district,party,personal_twitter,official_twitter,partisan_lean_2018,partisan_lean_2020,last_name,first_name,middle_name,suffix,url,address,phone,contact_form,rss_url,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Ann Kirkpatrick,F,rep,AZ,2.0,AZ-2,D,Ann_Kirkpatrick,RepKirkpatrick,R+1.22,D+0.54,Kirkpatrick,Ann,,,https://kirkpatrick.house.gov,309 Cannon House Office Building Washington DC 20515-0302,202-225-2542,,http://kirkpatrick.house.gov/rss.xml,,,,K000368,1907.0,N00029260,,H8AZ01104,1031338.0,412286,28425.0,Ann Kirkpatrick,,20902.0,Ann Kirkpatrick
Raúl M. Grijalva,M,rep,AZ,3.0,AZ-3,D,standwithraul,RepraulGrijalva,D+24.11,D+25.82,Grijalva,Raúl,M.,,https://grijalva.house.gov,1511 Longworth House Office Building Washington DC 20515-0303,202-225-2435,,http://grijalva.house.gov/common/rss/?rss=13,Rep.Grijalva,raulgrijalvaaz07,UC8JZLnXS21bhNbcvpoM8O7g,G000551,1708.0,N00025284,,H2AZ07070,1003551.0,400162,28253.0,Raul M. Grijalva,,20305.0,Raúl Grijalva
Paul A. Gosar,M,rep,AZ,4.0,AZ-4,R,DrPaulGosar,RepGosar,R+42.86,R+41.24,Gosar,Paul,A.,,https://gosar.house.gov,2057 Rayburn House Office Building Washington DC 20515-0304,202-225-2315,,http://gosar.house.gov/rss.xml,repgosar,repgosar,UC5orqw_9acsKWSRbrqTDXBw,G000565,1992.0,N00030771,,H0AZ01259,62470.0,412397,123491.0,Paul Gosar,,21103.0,Paul Gosar
Andy Biggs,M,rep,AZ,5.0,AZ-5,R,andybiggs4az,RepAndyBiggsAZ,R+27.79,R+26.08,Biggs,Andy,,,https://biggs.house.gov,171 Cannon House Office Building Washington DC 20515-0305,202-225-2635,,,RepAndyBiggs,,UCqSq9kWOxk9yNTeILBCVC1w,B001302,,N00039293,,H6AZ05083,105145.0,412683,28088.0,Andy Biggs,,21705.0,Andy Biggs
David Schweikert,M,rep,AZ,6.0,AZ-6,R,DavidSchweikert,RepDavid,R+17.56,R+15.81,Schweikert,David,,,https://schweikert.house.gov,304 Cannon House Office Building Washington DC 20515-0306,202-225-2190,,http://schweikert.house.gov/rss/press-releases.xml,repdavidschweikert,RepDavidSchweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,S001183,1994.0,N00006460,,"H4AZ06045,H8AZ05097",5205.0,412399,106387.0,David Schweikert,,21105.0,David Schweikert
Ruben Gallego,M,rep,AZ,7.0,AZ-7,D,RubenGallego,RepRubenGallego,D+43.88,D+45.47,Gallego,Ruben,,,https://rubengallego.house.gov,1131 Longworth House Office Building Washington DC 20515-0307,202-225-4065,,,RepRubenGallego,,,G000574,2226.0,N00036097,,H4AZ07043,77233.0,412612,123732.0,Ruben Gallego,,21502.0,Ruben Gallego
Debbie Lesko,F,rep,AZ,8.0,AZ-8,R,DebbieLesko,RepDLesko,R+26.32,R+24.61,Lesko,Debbie,,,https://lesko.house.gov,1214 Longworth House Office Building Washington DC 20515-0308,202-225-4576,,,RepDebbieLesko,,,L000589,,N00042056,,H8AZ08158,,412745,106483.0,Debbie Lesko,,21757.0,Debbie Lesko
Greg Stanton,M,rep,AZ,9.0,AZ-9,D,gregstantonaz,RepGregStanton,D+8.38,D+10.13,Stanton,Greg,,,https://stanton.house.gov,207 Cannon House Office Building Washington DC 20515-0309,202-225-9888,,,,,,S001211,,N00041750,,H8AZ09040,,412753,72030.0,Greg Stanton,,21968.0,Greg Stanton
Doug LaMalfa,M,rep,CA,1.0,CA-1,R,DougLaMalfa,RepLaMalfa,R+22.53,R+23.88,LaMalfa,Doug,,,https://lamalfa.house.gov,408 Cannon House Office Building Washington DC 20515-0501,202-225-3076,,http://lamalfa.house.gov/rss.xml,RepLaMalfa,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw,L000578,2100.0,N00033987,,"H2CA02142,H2CA01144",68493.0,412510,29713.0,Doug LaMalfa,,21302.0,Doug LaMalfa
Jared Huffman,M,rep,CA,2.0,CA-2,D,JaredHuffman,RepHuffman,D+40.5,D+39.35,Huffman,Jared,,,https://huffman.house.gov,1527 Longworth House Office Building Washington DC 20515-0502,202-225-5161,,http://huffman.house.gov/rss.xml,RepHuffman,rephuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,H001068,2101.0,N00033030,,H2CA06259,622431.0,412511,59849.0,Jared Huffman,,21303.0,Jared Huffman
John Garamendi,M,rep,CA,3.0,CA-3,D,JohnGaramendi,RepGaramendi,D+8.17,D+6.74,Garamendi,John,,,https://garamendi.house.gov,2368 Rayburn House Office Building Washington DC 20515-0503,202-225-1880,,http://garamendi.house.gov/rss.xml,repgaramendi,garamendiCA10,UCRym1qsO72C39gX6pBu4icg,G000559,1973.0,N00030856,,H0CA10149,18413.0,412382,29664.0,John Garamendi,,20958.0,John Garamendi
Tom McClintock,M,rep,CA,4.0,CA-4,R,tommcclintock,RepMcClintock,R+19.9,R+21.27,McClintock,Tom,,,https://mcclintock.house.gov,2312 Rayburn House Office Building Washington DC 20515-0504,202-225-2511,,http://mcclintock.house.gov/atom.xml,81125319109,McClintockCA04,UCMh04KC4LfIzKoXh2Xws_pw,M001177,1908.0,N00006863,,"H8CA04152,H6CA21135",30359.0,412295,9715.0,Tom McClintock,,20903.0,Tom McClintock
Mike Thompson,M,rep,CA,5.0,CA-5,D,Mike_CA05,RepThompson,D+40.03,D+38.88,Thompson,Mike,Michael,,https://mikethompson.house.gov,268 Cannon House Office Building Washington DC 20515-0505,202-225-3311,,http://mikethompson.house.gov/news/rss.aspx,RepMikeThompson,CongressmanMThompson,UC6pGbtqHZYZmScFGSz5bbdg,T000460,1593.0,N00007419,,H8CA01109,57872.0,400403,3564.0,Mike Thompson (California),,29901.0,Mike Thompson (California politician)
Doris O. Matsui,F,rep,CA,6.0,CA-6,D,Matsui4Congress,DorisMatsui,D+39.5,D+38.34,Matsui,Doris,O.,,https://matsui.house.gov,2311 Rayburn House Office Building Washington DC 20515-0506,202-225-7163,,http://matsui.house.gov/index.php?format=feed&amp;type=rss,doris.matsui,RepDorisMatsui,UCSqqxVkvskHq3cY2MCbTZsw,M001163,1814.0,N00027459,,H6CA05195,26602.0,400663,28593.0,Doris Matsui,,20538.0,Doris Matsui
Ami Bera,M,rep,CA,7.0,CA-7,D,BeraForCongress,RepBera,D+4.97,D+3.53,Bera,Ami,,,https://bera.house.gov,172 Cannon House Office Building Washington DC 20515-0507,202-225-5716,,http://bera.house.gov/rss.xml,RepAmiBera,repamibera,UClJCTCo53Zk6b4kUL-bbdzg,B001287,2102.0,N00030717,,H0CA03078,1033636.0,412512,120030.0,Ami Bera,,21304.0,Ami Bera
Jay Obernolte,M,rep,CA,8.0,CA-8,R,TeamObernolte,JayObernolte,R+18.67,R+20.04,Obernolte,Jay,Phillip,,https://obernolte.house.gov,1029 Longworth House Office Building Washington DC 20515-0508,202-225-5861,,,,,,O000019,,,,H0CA08135,,456801,,Jay Obernolte,,,Jay Obernolte
Jerry McNerney,M,rep,CA,9.0,CA-9,D,jerrymcnerney,RepMcNerney,D+14.33,D+12.93,McNerney,Jerry,,,https://mcnerney.house.gov,2265 Rayburn House Office Building Washington DC 20515-0509,202-225-1947,,http://mcnerney.house.gov/rss.xml,jerrymcnerney,RepJerryMcNerney,UClUOx6F8GKshxGBUBLkisug,M001166,1832.0,N00026926,,H4CA11081,1021667.0,412189,29474.0,Jerry McNerney,,20702.0,Jerry McNerney
Josh Harder,M,rep,CA,10.0,CA-10,D,JoshHarder,RepJoshHarder,R+0.77,R+2.2,Harder,Josh,,,https://harder.house.gov,209 Cannon House Office Building Washington DC 20515-0510,202-225-4540,,,,,,H001090,,N00040853,,H8CA10126,,412754,179326.0,Josh Harder,,21930.0,Josh Harder
Mark DeSaulnier,M,rep,CA,11.0,CA-11,D,MarkDeSaulnier,RepDeSaulnier,D+41.1,D+39.96,DeSaulnier,Mark,,,https://desaulnier.house.gov,503 Cannon House Office Building Washington DC 20515-0511,202-225-2095,,,RepMarkDeSaulnier,,,D000623,2227.0,N00030709,,H0CA10073,61736.0,412613,69477.0,Mark DeSaulnier,,21504.0,Mark DeSaulnier
Nancy Pelosi,F,rep,CA,12.0,CA-12,D,TeamPelosi,SpeakerPelosi,D+71.57,D+71.11,Pelosi,Nancy,,,https://pelosi.house.gov,1236 Longworth House Office Building Washington DC 20515-0512,202-225-4965,,http://pelosi.house.gov/atom.xml,NancyPelosi,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg,P000197,905.0,N00007360,,H8CA05035,6153.0,400314,26732.0,Nancy Pelosi,,15448.0,Nancy Pelosi
Barbara Lee,F,rep,CA,13.0,CA-13,D,BLeeForCongress,RepBarbaraLee,D+75.93,D+75.62,Lee,Barbara,,,https://lee.house.gov,2470 Rayburn House Office Building Washington DC 20515-0513,202-225-2661,,http://lee.house.gov/rss.xml,RepBarbaraLee,RepLee,UCnRgK2MXAQOUau0JXqseeNA,L000551,1501.0,N00008046,,H8CA09060,54579.0,400237,8315.0,Barbara Lee (California),,29778.0,Barbara Lee
Jackie Speier,F,rep,CA,14.0,CA-14,D,JackieSpeier,RepSpeier,D+52.03,D+51.09,Speier,Jackie,,,https://speier.house.gov,2465 Rayburn House Office Building Washington DC 20515-0514,202-225-3531,,http://speier.house.gov/index.php?format=feed&amp;type=rss,JackieSpeier,jackiespeierca12,UCevmyTb0HSO8irVaR2gYyoA,S001175,1890.0,N00029649,,H8CA12171,1027627.0,412259,8425.0,Jackie Speier,,20762.0,Jackie Speier
Eric Swalwell,M,rep,CA,15.0,CA-15,D,ericswalwell,RepSwalwell,D+39.23,D+38.07,Swalwell,Eric,,,https://swalwell.house.gov,174 Cannon House Office Building Washington DC 20515-0515,202-225-5065,,,CongressmanEricSwalwell,ericswalwell,UCKvwsFNGD4sDkE_9g-2ft0w,S001193,2104.0,N00033508,,H2CA15094,79729.0,412514,129529.0,Eric Swalwell,,21306.0,Eric Swalwell
Jim Costa,M,rep,CA,16.0,CA-16,D,NaN,RepJimCosta,D+16.83,D+15.44,Costa,Jim,,,https://costa.house.gov,2081 Rayburn House Office Building Washington DC 20515-0516,202-225-3341,,http://costa.house.gov/index.php?format=feed&amp;type=rss,RepJimCosta,RepJimCostaCA20,UCVgXX23eJEai6GiBOKO6dvA,C001059,1774.0,N00026341,,H4CA20082,19599.0,400618,3577.0,Jim Costa,,20501.0,Jim Costa
Ro Khanna,M,rep,CA,17.0,CA-17,D,RoKhanna,RepRoKhanna,D+47.1,D+46.06,Khanna,Ro,,,https://khanna.house.gov,306 Cannon House Office Building Washington DC 20515-0517,202-225-2631,,,RepRoKhanna,,UCr4KOYv1o1oEQhy1jhhm3pQ,K000389,,N00026427,,H4CA12055,31129.0,412684,29473.0,Ro Khanna,,21728.0,Ro Khanna
Anna G. Eshoo,F,rep,CA,18.0,CA-18,D,Eshoo4Congress,RepAnnaEshoo,D+44.6,D+43.52,Eshoo,Anna,G.,,https://eshoo.house.gov,272 Cannon House Office Building Washington DC 20515-0518,202-225-8104,,http://eshoo.house.gov/index.php?format=feed&amp;type=rss,RepAnnaEshoo,RepAnnaEshoo,UCjRvhco2d59GBgA78IIIaYQ,E000215,355.0,N00007335,,H8CA12098,26130.0,400124,26741.0,Anna Eshoo,,29312.0,Anna Eshoo
Zoe Lofgren,F,rep,CA,19.0,CA-19,D,ZoeLofgren,RepZoeLofgren,D+45.2,D+44.13,Lofgren,Zoe,,,https://lofgren.house.gov,1401 Longworth House Office Building Washington DC 20515-0519,202-225-3072,,http://lofgren.house.gov/index.php?format=feed&amp;type=rss,zoelofgren,RepZoeLofgren,UCOaQ79adORFcaTuJZoIFuZQ,L000397,701.0,N00007479,,H4CA16049,36520.0,400245,21899.0,Zoe Lofgren,,29504.0,Zoe Lofgren
Jimmy Panetta,M,rep,CA,20.0,CA-20,D,JimmyPanetta,RepJimmyPanetta,D+42.4,D+41.28,Panetta,Jimmy,,,https://panetta.house.gov,406 Cannon House Office Building Washington DC 20515-0520,202-225-2861,,,RepJimmyPanetta,,UCmw-aERG51C96edMDPN7fXQ,P000613,,N00038601,,H6CA20152,104727.0,412685,169078.0,Jimmy Panetta,,21740.0,Jimmy Panetta
David G. Valadao,M,rep,CA,21.0,CA-21,R,dgvaladao,,D+10.07,D+8.65,Valadao,David,G.,,https://valadao.house.gov,1728 Longworth House Office Building Washington DC 20515-0521,202-225-4695,,http://valadao.house.gov/rss.xml,,,,V000129,2105.0,N00033367,,H2CA20094,623702.0,412515,120200.0,David G. Valadao,,21307.0,David Valadao
Devin Nunes,M,rep,CA,22.0,CA-22,R,NaN,RepDevinNunes,R+15.3,R+16.7,Nunes,Devin,G.,,https://nunes.house.gov,1013 Longworth House Office Building Washington DC 20515-0522,202-225-2523,,http://nunes.house.gov/news/rss.aspx,,RepDevinNunes,UCtbArL6CmOfFqgmpuRjLp3w,N000181,1710.0,N00007248,,H8CA20059,1003553.0,400297,16725.0,Devin Nunes,,20307.0,Devin Nunes
Kevin McCarthy,M,rep,CA,23.0,CA-23,R,kevinomccarthy,GOPLeader,R+27.1,R+28.41,McCarthy,Kevin,,,https://kevinmccarthy.house.gov,2468 Rayburn House Office Building Washington DC 20515-0523,202-225-2915,,http://kevinmccarthy.house.gov/index.php?format=feed&amp;type=rss,CongressmanKevinMcCarthy,repkevinmccarthy,UCdJUZUFSLJRlUpE-91-6DsA,M001165,1833.0,N00028152,,"H6CA22125,H2CA23148",85231.0,412190,28918.0,Kevin McCarthy (California),,20703.0,Kevin McCarthy (California politician)
Salud O. Carbajal,M,rep,CA,24.0,CA-24,D,carbajalsalud,RepCarbajal,D+13.17,D+11.76,Carbajal,Salud,O.,,https://carbajal.house.gov,2331 Rayburn House Office Building Washington DC 20515-0524,202-225-3601,,,repsaludcarbajal,repcarbajal,,C001112,,N00037015,,H6CA24303,104728.0,412686,81569.0,Salud Carbajal,,21709.0,Salud Carbajal
Mike Garcia,M,rep,CA,25.0,CA-25,R,ElectMikeGarcia,repmikegarcia,R+0.1,R+1.54,Garcia,Mike,,,https://mikegarcia.house.gov,1535 Longworth House Office Building Washington DC 20515-0525,202-225-1956,,,RepMikeGarcia,,,G000061,,N00044298,,H0CA25105,,456792,,Mike Garcia,,,Mike Garcia (politician)
Julia Brownley,F,rep,CA,26.0,CA-26,D,JuliaBrownley,RepBrownley,D+14.07,D+12.66,Brownley,Julia,,,https://juliabrownley.house.gov,2262 Rayburn House Office Building Washington DC 20515-0526,202-225-5811,,http://juliabrownley.house.gov/rss.xml,RepJuliaBrownley,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A,B001285,2106.0,N00034254,,H2CA00120,79783.0,412516,59904.0,Julia Brownley,,21308.0,Julia Brownley
Judy Chu,F,rep,CA,27.0,CA-27,D,JudyChuCampaign,RepJudyChu,D+30.3,D+29.02,Chu,Judy,M.,,https://chu.house.gov,2423 Rayburn House Office Building Washington DC 20515-0527,202-225-5464,,http://chu.house.gov/rss.xml,RepJudyChu,RepJudyChu,UCfcbYOvdEXZNelM8T05nK-w,C001080,1970.0,N00030600,,H0CA32101,92573.0,412379,16539.0,Judy Chu,,20955.0,Judy Chu
Adam B. Schiff,M,rep,CA,28.0,CA-28,D,AdamSchiff,RepAdamSchiff,D+43.83,D+42.74,Schiff,Adam,B.,,https://schiff.house.gov,2309 Rayburn House Office Building Washington DC 20515-0528,202-225-4176,,http://schiff.house.gov/common/rss/?rss=49,RepAdamSchiff,adamschiff,UCadiUi-KZoFk1K5ZDsluLcA,S001150,1635.0,N00009585,,H0CA27085,90167.0,400361,9489.0,Adam Schiff,,20104.0,Adam Schiff
Tony Cárdenas,M,rep,CA,29.0,CA-29,D,Tcardenas,RepCardenas,D+55.47,D+54.59,Cárdenas,Tony,,,https://cardenas.house.gov,2438 Rayburn House Office Building Washington DC 20515-0529,202-225-6131,,http://cardenas.house.gov/rss.xml,repcardenas,repcardenas,UCm6ug1-yvYGL0F6DvYxfFBA,C001097,2107.0,N00033373,,H2CA28113,63934.0,412517,9754.0,Tony Cardenas,,21309.0,Tony Cárdenas
Brad Sherman,M,rep,CA,30.0,CA-30,D,BradSherman4SFV,BradSherman,D+36.03,D+34.82,Sherman,Brad,J.,,https://sherman.house.gov,2181 Rayburn House Office Building Washington DC 20515-0530,202-225-5911,,http://bradsherman.house.gov/press-releases-and-columns/rss.shtml,63158229861,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug,S000344,1526.0,N00006897,,H6CA24113,45124.0,400371,142.0,Brad Sherman,,29707.0,Brad Sherman
Pete Aguilar,M,rep,CA,31.0,CA-31,D,AguilarCampaign,reppeteaguilar,D+15.63,D+14.24,Aguilar,Pete,,,https://aguilar.house.gov,109 Cannon House Office Building Washington DC 20515-0531,202-225-3201,,,reppeteaguilar,,UCxwbFLOlKDsXrwizV5jah7g,A000371,2229.0,N00033997,,H2CA31125,79994.0,412615,70114.0,Pete Aguilar,,21506.0,Pete Aguilar
Grace F. Napolitano,F,rep,CA,32.0,CA-32,D,grace4congress,GraceNapolitano,D+32.87,D+31.62,Napolitano,Grace,F.,,https://napolitano.house.gov,1610 Longworth House Office Building Washington DC 20515-0532,202-225-5256,,http://napolitano.house.gov/rss.xml,RepGraceNapolitano,RepGraceNapolitano,UCPWjmiAIR04oQ8QMoOWcDtA,N000179,1602.0,N00006789,,H8CA34068,57873.0,400290,8393.0,Grace Napolitano,,29903.0,Grace Napolitano
Ted Lieu,M,rep,CA,33.0,CA-33,D,tedlieu,RepTedLieu,D+31.5,D+30.24,Lieu,Ted,,,https://lieu.house.gov,403 Cannon House Office Building Washington DC 20515-0533,202-225-3976,,,RepTedLieu,,UC9qcJxTqfDNBnVul1IojlFg,L000582,2230.0,N00035825,,H4CA33119,28076.0,412616,1516.0,Ted Lieu,,21507.0,Ted Lieu
Jimmy Gomez,M,rep,CA,34.0,CA-34,D,JimmyGomezCA,RepJimmyGomez,D+67.6,D+67.03,Gomez,Jimmy,,,https://gomez.house.gov,1530 Longworth House Office Building Washington DC 20515-0534,202-225-6235,,,RepJimmyGomez,,,G000585,,N00040597,,H8CA34266,108883.0,412739,138524.0,Jimmy Gomez,,21754.0,Jimmy Gomez
Norma J. Torres,F,rep,CA,35.0,CA-35,D,Norma4Congress,NormaJTorres,D+35.5,D+34.28,Torres,Norma,J.,,https://torres.house.gov,2227 Rayburn House Office Building Washington DC 20515-0535,202-225-6161,,,RepNormaTorres,,UCvWY4qKP6--o3pIJY7hhKDg,T000474,2231.0,N00036107,,H4CA35031,76129.0,412617,71284.0,Norma Torres,,21508.0,Norma Torres
Raul Ruiz,M,rep,CA,36.0,CA-36,D,RaulRuizCA36,RepRaulRuizMD,D+2.97,D+1.53,Ruiz,Raul,,,https://ruiz.house.gov,2342 Rayburn House Office Building Washington DC 20515-0536,202-225-5330,,http://ruiz.house.gov/rss.xml,CongressmanRaulRuizMD,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw,R000599,2109.0,N00033510,,H2CA36439,79727.0,412519,136407.0,Raul Ruiz,,21311.0,Raul Ruiz (politician)
Karen Bass,F,rep,CA,37.0,CA-37,D,KarenBassTweets,RepKarenBass,D+70.83,D+70.35,Bass,Karen,,,https://bass.house.gov,2021 Rayburn House Office Building Washington DC 20515-0537,202-225-7084,,http://bass.house.gov/rss.xml,RepKarenBass,RepKarenBass,UCQZg7oxkV3Yag2emYPLhT2g,B001270,1996.0,N00031877,,H0CA33117,62502.0,412404,28963.0,Karen Bass,,21110.0,Karen Bass
Linda T. Sánchez,F,rep,CA,38.0,CA-38,D,LindaTSanchez,RepLindaSanchez,D+33.07,D+31.82,Sánchez,Linda,T.,,https://lindasanchez.house.gov,2329 Rayburn House Office Building Washington DC 20515-0538,202-225-6676,,http://lindasanchez.house.gov/index.php?format=feed&amp;type=rss,CongresswomanLindaSanchez,LindaTSanchez,UCu1K6uHxjMgj2mvzM7O9-ow,S001156,1757.0,N00024870,,H2CA39078,1003554.0,400355,29674.0,Linda Sánchez,,20310.0,Linda Sánchez
Young Kim,F,rep,CA,39.0,CA-39,R,YoungKimCA,RepYoungKim,D+0.53,R+0.9,Kim,Young,Oak,,https://youngkim.house.gov,1306 Longworth House Office Building Washington DC 20515-0539,202-225-4111,,,,,,K000397,,,,H8CA39240,,456802,151787.0,,,,Young Kim
Lucille Roybal-Allard,F,rep,CA,40.0,CA-40,D,LRAforCongress,RepRoybalAllard,D+63.97,D+63.3,Roybal-Allard,Lucille,,,https://roybal-allard.house.gov,2083 Rayburn House Office Building Washington DC 20515-0540,202-225-1766,,http://roybal-allard.house.gov/news/rss.aspx,RepRoybalAllard,RepRoybalAllard,UC_T_RXWeJ-smmpjdNLOaMcg,R000486,997.0,N00006671,,H2CA33048,26136.0,400347,26766.0,Lucille Roybal-Allard,,29317.0,Lucille Roybal-Allard
Mark Takano,M,rep,CA,41.0,CA-41,D,MarkTakano,RepMarkTakano,D+23.03,D+21.69,Takano,Mark,,,https://takano.house.gov,420 Cannon House Office Building Washington DC 20515-0541,202-225-2305,,http://takano.house.gov/rss.xml,RepMarkTakano,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,T000472,2110.0,N00006701,,H2CA43245,2737.0,412520,22337.0,Mark Takano,,21312.0,Mark Takano
Ken Calvert,M,rep,CA,42.0,CA-42,R,TeamCalvert,KenCalvert,R+17,R+18.39,Calvert,Ken,S.,,https://calvert.house.gov,2205 Rayburn House Office Building Washington DC 20515-0542,202-225-1986,,http://calvert.house.gov/news/rss.aspx,70063393423,RepKenCalvert,UC5MEj7YOX_QdKoqD_HRxP3A,C000059,165.0,N00007099,,H2CA37023,26709.0,400057,26777.0,Ken Calvert,,29323.0,Ken Calvert
Maxine Waters,F,rep,CA,43.0,CA-43,D,MaxineWaters,RepMaxineWaters,D+56.5,D+55.65,Waters,Maxine,,,https://waters.house.gov,2221 Rayburn House Office Building Washington DC 20515-0543,202-225-2201,,http://waters.house.gov/news/rss.aspx,MaxineWaters,MaxineWaters,UCOQ2js1VYFlo74n7Ns8WsLQ,W000187,1205.0,N00006690,,H4CA23011,1953.0,400422,26759.0,Maxine Waters,,29106.0,Maxine Waters
Nanette Diaz Barragán,F,rep,CA,44.0,CA-44,D,Nanette4CA,RepBarragan,D+66.87,D+66.27,Barragán,Nanette,Diaz,,https://barragan.house.gov,2246 Longworth House Office Building Washington DC 20515-0544,202-225-8220,,,CongresswomanBarragan,,,B001300,,N00037019,,H6CA44103,104730.0,412687,166270.0,Nanette Barragán,,21703.0,Nanette Barragán
Katie Porter,F,rep,CA,45.0,CA-45,D,katieporteroc,RepKatiePorter,R+4.3,R+5.73,Porter,Katie,,,https://porter.house.gov,1117 Longworth House Office Building Washington DC 20515-0545,202-225-5611,,,,,,P000618,,N00040865,,H8CA45130,,412758,179393.0,Katie Porter,,21954.0,Katie Porter
J. Luis Correa,M,rep,CA,46.0,CA-46,D,voteloucorrea,reploucorrea,D+30.03,D+28.75,Correa,J.,Luis,,https://correa.house.gov,2301 Rayburn House Office Building Washington DC 20515-0546,202-225-2965,,,RepLouCorrea,,UCIKJJp4QJIDjnjodc23qKkw,C001110,,N00037260,,H6CA46116,46310.0,412688,9732.0,Lou Correa,,21711.0,Lou Correa
Alan S. Lowenthal,M,rep,CA,47.0,CA-47,D,alanlowenthal,RepLowenthal,D+24.6,D+23.27,Lowenthal,Alan,S.,,https://lowenthal.house.gov,108 Cannon House Office Building Washington DC 20515-0547,202-225-7924,,http://lowenthal.house.gov/news/rss.aspx,RepLowenthal,RepLowenthal,UC-GgROtn5Hxm1H9a6qvy_Wg,L000579,2111.0,N00033274,,H2CA00104,93815.0,412521,16469.0,Alan Lowenthal,,21313.0,Alan Lowenthal
Michelle Steel,F,rep,CA,48.0,CA-48,R,MichelleSteelCA,RepSteel,R+6.73,R+8.16,Steel,Michelle,Eunjoo,,https://steel.house.gov,1113 Longworth House Office Building Washington DC 20515-0548,202-225-2415,,,,,,S001135,,,,H0CA48198,,456803,,,,,Michelle Steel
Mike Levin,M,rep,CA,49.0,CA-49,D,MikeLevin,RepMikeLevin,R+1.13,R+2.57,Levin,Mike,,,https://mikelevin.house.gov,1030 Longworth House Office Building Washington DC 20515-0549,202-225-3906,,,,,,L000593,,N00040667,,H8CA49058,,412760,179416.0,,,21939.0,Mike Levin
Darrell Issa,M,rep,CA,50.0,CA-50,R,DarrellIssa,,R+21.57,R+22.92,Issa,Darrell,E.,,https://issa.house.gov,2300 Rayburn House Office Building Washington DC 20515-0550,202-225-5672,,http://issa.house.gov/feed/,,,,I000056,1640.0,N00007017,,"H0CA48024,S8CA00135",90066.0,400196,16553.0,Darrell Issa,,20107.0,Darrell Issa
Juan Vargas,M,rep,CA,51.0,CA-51,D,JuanVargas4CA,RepJuanVargas,D+42.2,D+41.08,Vargas,Juan,,,https://vargas.house.gov,2244 Rayburn House Office Building Washington DC 20515-0551,202-225-8045,,http://vargas.house.gov/rss.xml,RepJuanVargas,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ,V000130,2112.0,N00007021,,H2CA50026,8297.0,412522,29100.0,Juan Vargas,,21314.0,Juan Vargas
Scott H. Peters,M,rep,CA,52.0,CA-52,D,ScottPetersSD,RepScottPeters,D+13.17,D+11.76,Peters,Scott,H.,,https://scottpeters.house.gov,1201 Longworth House Office Building Washington DC 20515-0552,202-225-0508,,http://scottpeters.house.gov/rss.xml,RepScottPeters,,UCQK77QJxW7Xr-S3zqeMd-0g,P000608,2113.0,N00033591,,H2CA52089,79661.0,412523,70351.0,Scott Peters,,21315.0,Scott Peters (politician)
Sara Jacobs,F,rep,CA,53.0,CA-53,D,SaraJacobsCA,RepSaraJacobs,D+27.63,D+26.33,Jacobs,Sara,,,https://sarajacobs.house.gov,1232 Longworth House Office Building Washington DC 20515-0553,202-225-2040,,,,,,J000305,,,,H0CA53115,,456804,,,,,Sara Jacobs
Diana DeGette,F,rep,CO,1.0,CO-1,D,DeGette5280,RepDianaDeGette,D+40.37,D+39,DeGette,Diana,L.,,https://degette.house.gov,2111 Rayburn House Office Building Washington DC 20515-0601,202-225-4431,,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,DianaDeGette,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,D000197,1479.0,N00006134,,H6CO01141,90293.0,400101,561.0,Diana DeGette,,29710.0,Diana DeGette
Joe Neguse,M,rep,CO,2.0,CO-2,D,JoeNeguse,RepJoeNeguse,D+16.77,D+15.13,Neguse,Joe,,,https://neguse.house.gov,1419 Longworth House Office Building Washington DC 20515-0602,202-225-2161,,,,,,N000191,,N00041080,,H8CO02160,,412761,151075.0,Joe Neguse,,21948.0,Joe Neguse
Lauren Boebert,F,rep,CO,3.0,CO-3,R,laurenboebert,RepBoebert,R+13.56,R+15.22,Boebert,Lauren,Opal,,https://boebert.house.gov,1609 Longworth House Office Building Washington DC 20515-0603,202-225-4761,,,,,,B000825,,,,H0CO03165,,456805,,Lauren Boebert,,,Lauren Boebert
Ken Buck,M,rep,CO,4.0,CO-4,R,BuckForColorado,RepKenBuck,R+25.39,R+26.96,Buck,Ken,,,https://buck.house.gov,2455 Rayburn House Office Building Washington DC 20515-0604,202-225-4676,,,repkenbuck,,UCHK7Wcwij7NoxXGTeSHUWzg,B001297,2233.0,N00030829,,"S0CO00237,H4CO04090",78285.0,412619,125319.0,Ken Buck,,21510.0,Ken Buck
